L1,L2,L1_natoms,L2_natoms,mcss,_,_,_,_
1A52,1ERR,20,34,7,0,,,False
1A52,1GWQ,20,17,7,0,,,False
1A52,1L2I,20,24,13,0,,,False
1A52,1R5K,20,27,6,0,,,False
1A52,1SJ0,20,33,9,0,,,False
1A52,1UOM,20,32,10,0,,,False
1A52,1X7E,20,20,7,0,,,False
1A52,1X7R,20,20,10,0,,,False
1A52,1XP1,20,34,9,0,,,False
1A52,1XP6,20,34,9,0,,,False
1A52,1XP9,20,33,9,0,,,False
1A52,1XPC,20,33,9,0,,,False
1A52,1XQC,20,33,10,0,,,False
1A52,1YIM,20,33,10,0,,,False
1A52,1YIN,20,35,10,0,,,False
1A52,1ZKY,20,21,12,0,,,False
1A52,2AYR,20,37,7,0,,,False
1A52,2B1V,20,19,12,0,,,False
1A52,2B1Z,20,21,14,0,,,False
1A52,2FAI,20,20,12,0,,,False
1A52,2G44,20,19,12,0,,,False
1A52,2G5O,20,24,20,0,,,False
1A52,2I0J,20,21,8,0,,,False
1A52,2IOG,20,39,7,0,,,False
1ERR,1GWQ,34,17,17,0,,,False
1ERR,1L2I,34,24,7,0,,,False
1ERR,1R5K,34,27,7,0,,,False
1ERR,1SJ0,34,33,15,0,,,False
1ERR,1UOM,34,32,15,0,,,False
1ERR,1X7E,34,20,15,0,,,False
1ERR,1X7R,34,20,7,0,,,False
1ERR,1XP1,34,34,9,0,,,False
1ERR,1XP6,34,34,9,0,,,False
1ERR,1XP9,34,33,9,0,,,False
1ERR,1XPC,34,33,9,0,,,False
1ERR,1XQC,34,33,7,0,,,False
1ERR,1YIM,34,33,9,0,,,False
1ERR,1YIN,34,35,15,0,,,False
1ERR,1ZKY,34,21,7,0,,,False
1ERR,2AYR,34,37,15,0,,,False
1ERR,2B1V,34,19,7,0,,,False
1ERR,2B1Z,34,21,9,0,,,False
1ERR,2FAI,34,20,7,0,,,False
1ERR,2G44,34,19,7,0,,,False
1ERR,2G5O,34,24,7,0,,,False
1ERR,2I0J,34,21,8,0,,,False
1ERR,2IOG,34,39,15,0,,,False
1GWQ,1L2I,17,24,7,0,,,False
1GWQ,1R5K,17,27,6,0,,,False
1GWQ,1SJ0,17,33,7,0,,,False
1GWQ,1UOM,17,32,7,0,,,False
1GWQ,1X7E,17,20,15,0,,,False
1GWQ,1X7R,17,20,7,0,,,False
1GWQ,1XP1,17,34,7,0,,,False
1GWQ,1XP6,17,34,7,0,,,False
1GWQ,1XP9,17,33,7,0,,,False
1GWQ,1XPC,17,33,7,0,,,False
1GWQ,1XQC,17,33,7,0,,,False
1GWQ,1YIM,17,33,7,0,,,False
1GWQ,1YIN,17,35,7,0,,,False
1GWQ,1ZKY,17,21,7,0,,,False
1GWQ,2AYR,17,37,7,0,,,False
1GWQ,2B1V,17,19,7,0,,,False
1GWQ,2B1Z,17,21,8,0,,,False
1GWQ,2FAI,17,20,7,0,,,False
1GWQ,2G44,17,19,7,0,,,False
1GWQ,2G5O,17,24,7,0,,,False
1GWQ,2I0J,17,21,8,0,,,False
1GWQ,2IOG,17,39,15,0,,,False
1L2I,1R5K,24,27,6,0,,,False
1L2I,1SJ0,24,33,16,0,,,False
1L2I,1UOM,24,32,10,0,,,False
1L2I,1X7E,24,20,7,0,,,False
1L2I,1X7R,24,20,17,0,,,False
1L2I,1XP1,24,34,16,0,,,False
1L2I,1XP6,24,34,16,0,,,False
1L2I,1XP9,24,33,16,0,,,False
1L2I,1XPC,24,33,16,0,,,False
1L2I,1XQC,24,33,10,0,,,False
1L2I,1YIM,24,33,17,0,,,False
1L2I,1YIN,24,35,17,0,,,False
1L2I,1ZKY,24,21,13,0,,,False
1L2I,2AYR,24,37,7,0,,,False
1L2I,2B1V,24,19,12,0,,,False
1L2I,2B1Z,24,21,8,0,,,False
1L2I,2FAI,24,20,12,0,,,False
1L2I,2G44,24,19,12,0,,,False
1L2I,2G5O,24,24,13,0,,,False
1L2I,2I0J,24,21,8,0,,,False
1L2I,2IOG,24,39,7,0,,,False
1R5K,1SJ0,27,33,6,0,,,False
1R5K,1UOM,27,32,6,0,,,False
1R5K,1X7E,27,20,8,0,,,False
1R5K,1X7R,27,20,6,0,,,False
1R5K,1XP1,27,34,6,0,,,False
1R5K,1XP6,27,34,6,0,,,False
1R5K,1XP9,27,33,6,0,,,False
1R5K,1XPC,27,33,6,0,,,False
1R5K,1XQC,27,33,6,0,,,False
1R5K,1YIM,27,33,6,0,,,False
1R5K,1YIN,27,35,6,0,,,False
1R5K,1ZKY,27,21,6,0,,,False
1R5K,2AYR,27,37,6,0,,,False
1R5K,2B1V,27,19,6,0,,,False
1R5K,2B1Z,27,21,6,0,,,False
1R5K,2FAI,27,20,6,0,,,False
1R5K,2G44,27,19,6,0,,,False
1R5K,2G5O,27,24,10,0,,,False
1R5K,2I0J,27,21,6,0,,,False
1R5K,2IOG,27,39,10,0,,,False
1SJ0,1UOM,33,32,16,0,,,False
1SJ0,1X7E,33,20,7,0,,,False
1SJ0,1X7R,33,20,16,0,,,False
1SJ0,1XP1,33,34,27,0,,,False
1SJ0,1XP6,33,34,27,0,,,False
1SJ0,1XP9,33,33,27,0,,,False
1SJ0,1XPC,33,33,27,0,,,False
1SJ0,1XQC,33,33,8,0,,,False
1SJ0,1YIM,33,33,26,0,,,False
1SJ0,1YIN,33,35,32,0,,,False
1SJ0,1ZKY,33,21,10,0,,,False
1SJ0,2AYR,33,37,15,0,,,False
1SJ0,2B1V,33,19,10,0,,,False
1SJ0,2B1Z,33,21,8,0,,,False
1SJ0,2FAI,33,20,10,0,,,False
1SJ0,2G44,33,19,10,0,,,False
1SJ0,2G5O,33,24,9,0,,,False
1SJ0,2I0J,33,21,16,0,,,False
1SJ0,2IOG,33,39,15,0,,,False
1UOM,1X7E,32,20,7,0,,,False
1UOM,1X7R,32,20,8,0,,,False
1UOM,1XP1,32,34,10,0,,,False
1UOM,1XP6,32,34,10,0,,,False
1UOM,1XP9,32,33,10,0,,,False
1UOM,1XPC,32,33,10,0,,,False
1UOM,1XQC,32,33,23,0,,,False
1UOM,1YIM,32,33,10,0,,,False
1UOM,1YIN,32,35,16,0,,,False
1UOM,1ZKY,32,21,8,0,,,False
1UOM,2AYR,32,37,15,0,,,False
1UOM,2B1V,32,19,8,0,,,False
1UOM,2B1Z,32,21,8,0,,,False
1UOM,2FAI,32,20,8,0,,,False
1UOM,2G44,32,19,8,0,,,False
1UOM,2G5O,32,24,10,0,,,False
1UOM,2I0J,32,21,8,0,,,False
1UOM,2IOG,32,39,15,0,,,False
1X7E,1X7R,20,20,7,0,,,False
1X7E,1XP1,20,34,7,0,,,False
1X7E,1XP6,20,34,7,0,,,False
1X7E,1XP9,20,33,7,0,,,False
1X7E,1XPC,20,33,7,0,,,False
1X7E,1XQC,20,33,7,0,,,False
1X7E,1YIM,20,33,7,0,,,False
1X7E,1YIN,20,35,7,0,,,False
1X7E,1ZKY,20,21,7,0,,,False
1X7E,2AYR,20,37,7,0,,,False
1X7E,2B1V,20,19,7,0,,,False
1X7E,2B1Z,20,21,8,0,,,False
1X7E,2FAI,20,20,7,0,,,False
1X7E,2G44,20,19,7,0,,,False
1X7E,2G5O,20,24,8,0,,,False
1X7E,2I0J,20,21,9,0,,,False
1X7E,2IOG,20,39,15,0,,,False
1X7R,1XP1,20,34,16,0,,,False
1X7R,1XP6,20,34,16,0,,,False
1X7R,1XP9,20,33,16,0,,,False
1X7R,1XPC,20,33,16,0,,,False
1X7R,1XQC,20,33,8,0,,,False
1X7R,1YIM,20,33,17,0,,,False
1X7R,1YIN,20,35,17,0,,,False
1X7R,1ZKY,20,21,10,0,,,False
1X7R,2AYR,20,37,7,0,,,False
1X7R,2B1V,20,19,10,0,,,False
1X7R,2B1Z,20,21,8,0,,,False
1X7R,2FAI,20,20,10,0,,,False
1X7R,2G44,20,19,10,0,,,False
1X7R,2G5O,20,24,10,0,,,False
1X7R,2I0J,20,21,8,0,,,False
1X7R,2IOG,20,39,7,0,,,False
1XP1,1XP6,34,34,34,0,,,False
1XP1,1XP9,34,33,32,0,,,False
1XP1,1XPC,34,33,32,0,,,False
1XP1,1XQC,34,33,8,0,,,False
1XP1,1YIM,34,33,31,0,,,False
1XP1,1YIN,34,35,26,0,,,False
1XP1,1ZKY,34,21,10,0,,,False
1XP1,2AYR,34,37,9,0,,,False
1XP1,2B1V,34,19,10,0,,,False
1XP1,2B1Z,34,21,8,0,,,False
1XP1,2FAI,34,20,10,0,,,False
1XP1,2G44,34,19,10,0,,,False
1XP1,2G5O,34,24,9,0,,,False
1XP1,2I0J,34,21,16,0,,,False
1XP1,2IOG,34,39,9,0,,,False
1XP6,1XP9,34,33,32,0,,,False
1XP6,1XPC,34,33,32,0,,,False
1XP6,1XQC,34,33,8,0,,,False
1XP6,1YIM,34,33,31,0,,,False
1XP6,1YIN,34,35,26,0,,,False
1XP6,1ZKY,34,21,10,0,,,False
1XP6,2AYR,34,37,9,0,,,False
1XP6,2B1V,34,19,10,0,,,False
1XP6,2B1Z,34,21,8,0,,,False
1XP6,2FAI,34,20,10,0,,,False
1XP6,2G44,34,19,10,0,,,False
1XP6,2G5O,34,24,9,0,,,False
1XP6,2I0J,34,21,16,0,,,False
1XP6,2IOG,34,39,9,0,,,False
1XP9,1XPC,33,33,33,0,,,False
1XP9,1XQC,33,33,8,0,,,False
1XP9,1YIM,33,33,31,0,,,False
1XP9,1YIN,33,35,26,0,,,False
1XP9,1ZKY,33,21,10,0,,,False
1XP9,2AYR,33,37,9,0,,,False
1XP9,2B1V,33,19,10,0,,,False
1XP9,2B1Z,33,21,8,0,,,False
1XP9,2FAI,33,20,10,0,,,False
1XP9,2G44,33,19,10,0,,,False
1XP9,2G5O,33,24,9,0,,,False
1XP9,2I0J,33,21,16,0,,,False
1XP9,2IOG,33,39,9,0,,,False
1XPC,1XQC,33,33,8,0,,,False
1XPC,1YIM,33,33,31,0,,,False
1XPC,1YIN,33,35,26,0,,,False
1XPC,1ZKY,33,21,10,0,,,False
1XPC,2AYR,33,37,9,0,,,False
1XPC,2B1V,33,19,10,0,,,False
1XPC,2B1Z,33,21,8,0,,,False
1XPC,2FAI,33,20,10,0,,,False
1XPC,2G44,33,19,10,0,,,False
1XPC,2G5O,33,24,9,0,,,False
1XPC,2I0J,33,21,16,0,,,False
1XPC,2IOG,33,39,9,0,,,False
1XQC,1YIM,33,33,9,0,,,False
1XQC,1YIN,33,35,9,0,,,False
1XQC,1ZKY,33,21,8,0,,,False
1XQC,2AYR,33,37,7,0,,,False
1XQC,2B1V,33,19,8,0,,,False
1XQC,2B1Z,33,21,8,0,,,False
1XQC,2FAI,33,20,8,0,,,False
1XQC,2G44,33,19,8,0,,,False
1XQC,2G5O,33,24,10,0,,,False
1XQC,2I0J,33,21,8,0,,,False
1XQC,2IOG,33,39,7,0,,,False
1YIM,1YIN,33,35,28,0,,,False
1YIM,1ZKY,33,21,12,0,,,False
1YIM,2AYR,33,37,9,0,,,False
1YIM,2B1V,33,19,12,0,,,False
1YIM,2B1Z,33,21,8,0,,,False
1YIM,2FAI,33,20,12,0,,,False
1YIM,2G44,33,19,12,0,,,False
1YIM,2G5O,33,24,10,0,,,False
1YIM,2I0J,33,21,16,0,,,False
1YIM,2IOG,33,39,9,0,,,False
1YIN,1ZKY,35,21,12,0,,,False
1YIN,2AYR,35,37,15,0,,,False
1YIN,2B1V,35,19,12,0,,,False
1YIN,2B1Z,35,21,8,0,,,False
1YIN,2FAI,35,20,12,0,,,False
1YIN,2G44,35,19,12,0,,,False
1YIN,2G5O,35,24,10,0,,,False
1YIN,2I0J,35,21,16,0,,,False
1YIN,2IOG,35,39,15,0,,,False
1ZKY,2AYR,21,37,7,0,,,False
1ZKY,2B1V,21,19,19,0,,,False
1ZKY,2B1Z,21,21,8,0,,,False
1ZKY,2FAI,21,20,20,0,,,False
1ZKY,2G44,21,19,17,0,,,False
1ZKY,2G5O,21,24,12,0,,,False
1ZKY,2I0J,21,21,9,0,,,False
1ZKY,2IOG,21,39,7,0,,,False
2AYR,2B1V,37,19,7,0,,,False
2AYR,2B1Z,37,21,11,0,,,False
2AYR,2FAI,37,20,7,0,,,False
2AYR,2G44,37,19,7,0,,,False
2AYR,2G5O,37,24,7,0,,,False
2AYR,2I0J,37,21,8,0,,,False
2AYR,2IOG,37,39,15,0,,,False
2B1V,2B1Z,19,21,8,0,,,False
2B1V,2FAI,19,20,19,0,,,False
2B1V,2G44,19,19,17,0,,,False
2B1V,2G5O,19,24,12,0,,,False
2B1V,2I0J,19,21,9,0,,,False
2B1V,2IOG,19,39,7,0,,,False
2B1Z,2FAI,21,20,8,0,,,False
2B1Z,2G44,21,19,8,0,,,False
2B1Z,2G5O,21,24,14,0,,,False
2B1Z,2I0J,21,21,13,0,,,False
2B1Z,2IOG,21,39,9,0,,,False
2FAI,2G44,20,19,17,0,,,False
2FAI,2G5O,20,24,12,0,,,False
2FAI,2I0J,20,21,9,0,,,False
2FAI,2IOG,20,39,7,0,,,False
2G44,2G5O,19,24,12,0,,,False
2G44,2I0J,19,21,9,0,,,False
2G44,2IOG,19,39,7,0,,,False
2G5O,2I0J,24,21,8,0,,,False
2G5O,2IOG,24,39,10,0,,,False
2I0J,2IOG,21,39,8,0,,,False
